TransactionID,AccountID,Type,Category,Subcategory,Amount,Date,Status,InvoiceNumber,RecipientID
T5555,1,Expense,Transport,Transport,1762.515,02/03/2023,Pending,INV-9894,NULL
T2277,1,Income,Bonus,Bonus,4996.96,08/06/2024,Cancelled,NULL,NULL
T6797,1,Income,Shopify Store,Shopify Store,3884.97,19/12/2023,Cancelled,NULL,NULL
T7397,2,Income,Property Rental,Property Rental,2751.49,13/08/2024,Completed,NULL,NULL
T2171,2,Income,Bonus,Bonus,1545.39,17/12/2023,Pending,NULL,NULL
T9107,1,Income,Property Rental,Property Rental,982.22,22/07/2024,Pending,NULL,NULL
T3409,2,Expense,Groceries,Groceries,1276.595,19/10/2023,Completed,NULL,NULL
T6568,1,Expense,Transport,Transport,1214.68,10/01/2024,Pending,NULL,NULL
T1041,2,Income,Freelance,Freelance,4450.41,19/07/2024,Cancelled,NULL,NULL
T9041,1,Expense,Beauty,Beauty,1030.68,20/08/2024,Pending,NULL,NULL
T7343,1,Expense,Sending Money to Family,Sending Money to Family,300.97,08/05/2024,Pending,NULL,R0008
T3372,2,Income,Freelance,Freelance,1217.66,17/07/2024,Completed,NULL,NULL
T6808,1,Income,Bonus,Bonus,2754.42,17/06/2024,Cancelled,NULL,NULL
T8725,2,Expense,Utilities,Utilities,508.715,03/05/2023,Pending,NULL,NULL
T5037,2,Income,Bonus,Bonus,2175.9,31/08/2023,Completed,NULL,NULL
T1602,1,Income,Shopify Store,Shopify Store,1791.84,18/07/2023,Cancelled,NULL,NULL
T5736,1,Income,Bonus,Bonus,4981.76,20/08/2024,Pending,NULL,NULL
T5067,2,Expense,Groceries,Groceries,658.095,01/09/2023,Cancelled,NULL,NULL
T7000,2,Income,Salary,Salary,868.77,04/03/2023,Cancelled,NULL,NULL
T2754,2,Income,Property Rental,Property Rental,3829.8,16/07/2024,Pending,NULL,NULL
T1049,1,Expense,Beauty,Beauty,771.99,12/09/2023,Cancelled,INV-1986,NULL
T5994,1,Expense,Taxes,Taxes,485.95,11/10/2023,Completed,NULL,NULL
T7812,1,Expense,Sending Money to Family,Sending Money to Family,1335.39,12/02/2023,Completed,NULL,R0007
T4772,1,Income,Freelance,Freelance,155.66,08/06/2023,Cancelled,NULL,NULL
T4712,2,Expense,Entertainment,Amazon,2403.11,16/03/2023,Cancelled,NULL,NULL
T8873,2,Income,Shopify Store,Shopify Store,2199.88,24/04/2023,Pending,NULL,NULL
T8632,2,Income,Bonus,Bonus,4953.63,22/01/2023,Completed,NULL,NULL
T1660,1,Expense,Sending Money to Family,Sending Money to Family,894.9,06/04/2024,Cancelled,NULL,R0010
T7190,2,Expense,Transport,Transport,832.32,14/08/2023,Completed,INV-2071,NULL
T4583,1,Expense,Beauty,Beauty,1749.56,20/01/2024,Pending,INV-7538,NULL
T5392,2,Expense,Food,Food,606.52,21/01/2024,Pending,INV-3573,NULL
T2287,2,Expense,Utilities,Utilities,1963.97,03/11/2023,Cancelled,INV-7049,NULL
T6884,2,Expense,Food,Food,2463.265,08/04/2024,Pending,INV-3459,NULL
T3440,1,Income,Salary,Salary,176.14,08/12/2023,Cancelled,NULL,NULL
T3389,2,Income,Salary,Salary,4704.54,15/07/2023,Pending,NULL,NULL
T1993,1,Income,Shopify Store,Shopify Store,1146.92,30/12/2023,Cancelled,NULL,NULL
T7259,1,Income,Salary,Salary,3044.56,11/10/2023,Pending,NULL,NULL
T8576,1,Income,Shopify Store,Shopify Store,1483.3,05/02/2024,Completed,NULL,NULL
T4776,2,Expense,Food,Food,2347.155,15/03/2023,Cancelled,INV-1524,NULL
T8668,2,Expense,Entertainment,Amazon,228.115,16/03/2023,Cancelled,NULL,NULL
T6994,2,Income,Salary,Salary,4841.22,24/07/2024,Pending,NULL,NULL
T6250,2,Expense,Groceries,Groceries,1869.55,09/07/2023,Cancelled,INV-6989,NULL
T5571,2,Expense,Utilities,Utilities,621.035,07/11/2023,Pending,NULL,NULL
T4162,2,Income,Freelance,Freelance,2575.8,09/01/2024,Completed,NULL,NULL
T6179,2,Income,Freelance,Freelance,2378.65,25/09/2023,Pending,NULL,NULL
T5531,1,Income,Salary,Salary,3624.36,26/01/2024,Cancelled,NULL,NULL
T6054,2,Expense,Entertainment,DSTV,249.55,23/05/2024,Pending,INV-1842,NULL
T5273,1,Expense,Beauty,Beauty,44.8,18/04/2024,Pending,INV-1164,NULL
T5682,2,Income,Property Rental,Property Rental,3710.71,25/01/2024,Cancelled,NULL,NULL
T4650,2,Income,Bonus,Bonus,1122.19,04/09/2023,Cancelled,NULL,NULL
T2665,1,Income,Freelance,Freelance,2401.36,08/01/2023,Pending,NULL,NULL
T2444,1,Income,Bonus,Bonus,2211.19,09/09/2023,Pending,NULL,NULL
T3999,2,Expense,Entertainment,Amazon,1048.91,04/06/2023,Cancelled,INV-8797,NULL
T5608,2,Income,Bonus,Bonus,777.56,31/05/2024,Completed,NULL,NULL
T2466,1,Income,Bonus,Bonus,2326.01,24/01/2024,Completed,NULL,NULL
T6629,1,Income,Bonus,Bonus,76.52,02/03/2024,Pending,NULL,NULL
T4642,1,Income,Shopify Store,Shopify Store,4883.25,25/02/2023,Cancelled,NULL,NULL
T1413,2,Income,Salary,Salary,4843.03,19/08/2024,Completed,NULL,NULL
T8387,2,Income,Property Rental,Property Rental,2538.56,31/08/2023,Pending,NULL,NULL
T7507,1,Income,Shopify Store,Shopify Store,3668.92,29/01/2024,Pending,NULL,NULL
T6503,1,Expense,Groceries,Groceries,741.045,21/08/2024,Completed,INV-3914,NULL
T2925,2,Expense,Sending Money to Family,Sending Money to Family,1833.15,08/02/2023,Pending,INV-6649,R0006
T1132,1,Income,Freelance,Freelance,118.44,19/07/2024,Cancelled,NULL,NULL
T4930,1,Income,Bonus,Bonus,720.63,01/01/2024,Completed,NULL,NULL
T6932,1,Expense,Groceries,Groceries,512.81,14/04/2023,Completed,INV-1375,NULL
T4072,1,Expense,Beauty,Beauty,1361.66,18/06/2023,Completed,NULL,NULL
T4555,1,Income,Freelance,Freelance,73.32,19/07/2024,Pending,NULL,NULL
T5886,2,Expense,Utilities,Utilities,1611.49,22/01/2023,Completed,INV-6364,NULL
T6793,1,Income,Shopify Store,Shopify Store,837.41,06/04/2023,Completed,NULL,NULL
T5496,2,Income,Freelance,Freelance,754.85,04/06/2024,Completed,NULL,NULL
T4487,2,Expense,Groceries,Groceries,1121.495,06/03/2023,Pending,INV-2121,NULL
T1820,2,Expense,Groceries,Groceries,1675.725,08/08/2023,Completed,NULL,NULL
T3412,1,Income,Shopify Store,Shopify Store,4422.19,18/01/2024,Cancelled,NULL,NULL
T7658,1,Expense,Sending Money to Family,Sending Money to Family,1244.755,29/01/2023,Completed,INV-6832,R0004
T6867,1,Expense,Utilities,Utilities,1866.855,03/02/2024,Completed,INV-7968,NULL
T7906,1,Expense,Entertainment,Adobe,778.27,27/01/2023,Cancelled,INV-5810,NULL
T8003,2,Expense,Sending Money to Family,Sending Money to Family,741.9,08/03/2024,Cancelled,INV-6338,R0006
T9991,2,Expense,Beauty,Beauty,703.995,10/05/2023,Cancelled,INV-2467,NULL
T5704,2,Income,Shopify Store,Shopify Store,1121.83,19/01/2024,Pending,NULL,NULL
T6631,1,Income,Bonus,Bonus,3173.01,30/11/2023,Cancelled,NULL,NULL
T5844,2,Expense,Entertainment,Spotify,375.88,11/02/2024,Cancelled,INV-6093,NULL
T8823,1,Expense,Utilities,Utilities,539.36,21/08/2024,Pending,NULL,NULL
T9163,2,Income,Freelance,Freelance,1578.15,09/09/2023,Completed,NULL,NULL
T2509,1,Expense,Entertainment,DSTV,2468.77,14/08/2024,Cancelled,INV-8573,NULL
T3441,2,Income,Shopify Store,Shopify Store,4250.86,10/01/2023,Pending,NULL,NULL
T1174,2,Income,Shopify Store,Shopify Store,1482.02,16/04/2024,Completed,NULL,NULL
T3394,1,Income,Salary,Salary,4971.28,10/10/2023,Cancelled,NULL,NULL
T3613,1,Income,Bonus,Bonus,3444.07,22/03/2023,Completed,NULL,NULL
T5821,1,Income,Freelance,Freelance,1072.8,23/02/2023,Cancelled,NULL,NULL
T5939,1,Expense,Sending Money to Family,Sending Money to Family,155.45,12/11/2023,Pending,NULL,R0004
T4478,2,Income,Bonus,Bonus,4787.36,01/10/2023,Pending,NULL,NULL
T6659,2,Expense,Transport,Transport,503.265,25/01/2023,Cancelled,NULL,NULL
T3089,2,Income,Freelance,Transfer In,3606.84,05/04/2024,Cancelled,NULL,NULL
T5302,1,Income,Salary,Salary,2756.32,15/09/2023,Completed,NULL,NULL
T5103,2,Expense,Utilities,Utilities,1389.755,16/05/2024,Completed,INV-6944,NULL
T3853,1,Expense,Groceries,Groceries,32.595,09/02/2024,Pending,INV-1474,NULL
T9808,1,Expense,Transport,Transport,516.465,02/05/2023,Pending,INV-2220,NULL
T4224,2,Income,Freelance,Freelance,3606.32,17/01/2024,Cancelled,NULL,NULL
T2586,2,Expense,Utilities,Utilities,1775.715,28/07/2024,Completed,INV-7591,NULL
T9717,2,Income,Shopify Store,Shopify Store,4821.66,14/12/2023,Pending,NULL,NULL
T6038,1,Expense,Beauty,Beauty,1264.22,13/05/2024,Completed,NULL,NULL
T7753,2,Income,Shopify Store,Shopify Store,1524.6,24/07/2023,Cancelled,NULL,NULL
T3972,2,Income,Bonus,Bonus,3381.33,22/07/2024,Cancelled,NULL,NULL
T1492,1,Expense,Entertainment,Amazon,1530.005,29/01/2024,Completed,INV-7830,NULL
T4372,1,Income,Property Rental,Property Rental,4881.22,06/08/2024,Pending,NULL,NULL
T5758,1,Income,Freelance,Transfer In,3834.9,10/06/2023,Pending,NULL,NULL
T8293,1,Income,Property Rental,Property Rental,1550.97,27/02/2023,Cancelled,NULL,NULL
T4969,1,Expense,Sending Money to Family,Sending Money to Family,148.06,20/05/2024,Cancelled,NULL,R0010
T9251,2,Income,Shopify Store,Shopify Store,1636.3,23/06/2023,Cancelled,NULL,NULL
T9857,2,Expense,Groceries,Groceries,386.17,23/03/2024,Cancelled,INV-3923,NULL
T3212,2,Income,Shopify Store,Shopify Store,1626.26,04/06/2023,Cancelled,NULL,NULL
T7346,1,Expense,Sending Money to Family,Sending Money to Family,711.695,08/06/2024,Completed,NULL,R0009
T5170,2,Expense,Transport,Transport,1522.95,25/03/2023,Pending,NULL,NULL
T7026,1,Expense,Utilities,Utilities,391.545,13/01/2023,Cancelled,NULL,NULL
T7403,2,Income,Salary,Salary,4452.79,31/01/2024,Pending,NULL,NULL
T7282,1,Income,Bonus,Bonus,3784.3,27/03/2024,Completed,NULL,NULL
T5122,2,Expense,Food,Food,2120.835,15/04/2023,Completed,INV-8405,NULL
T5467,1,Income,Freelance,Freelance,1659.68,13/07/2024,Pending,NULL,NULL
T1695,1,Expense,Sending Money to Family,Sending Money to Family,1069.68,07/04/2024,Pending,INV-9339,R0004
T1145,2,Income,Freelance,Freelance,2411,20/07/2023,Completed,NULL,NULL
T8951,1,Expense,Taxes,Taxes,561.405,27/08/2024,Completed,INV-4586,NULL
T5705,1,Income,Bonus,Bonus,1196.4,07/01/2023,Cancelled,NULL,NULL
T2794,2,Income,Property Rental,Property Rental,4618.84,17/01/2024,Cancelled,NULL,NULL
T9052,2,Income,Bonus,Bonus,308.38,22/01/2023,Cancelled,NULL,NULL
T5644,2,Income,Shopify Store,Shopify Store,1873.46,18/07/2024,Pending,NULL,NULL
T8798,1,Expense,Transport,Transport,1892.255,06/01/2024,Pending,NULL,NULL
T9107,1,Income,Shopify Store,Shopify Store,2140.74,01/10/2023,Pending,NULL,NULL
T2382,1,Income,Freelance,Freelance,661.16,25/07/2024,Cancelled,NULL,NULL
T3958,2,Expense,Taxes,Taxes,1740.155,04/04/2024,Cancelled,INV-7949,NULL
T6178,2,Income,Shopify Store,Shopify Store,2123.4,22/03/2023,Completed,NULL,NULL
T6275,1,Income,Freelance,Freelance,385.46,11/03/2023,Cancelled,NULL,NULL
T7670,1,Expense,Entertainment,Netflix,1194.605,20/03/2024,Pending,NULL,NULL
T2229,1,Income,Bonus,Bonus,2343.93,24/12/2023,Cancelled,NULL,NULL
T2810,1,Income,Bonus,Bonus,617.55,20/01/2023,Pending,NULL,NULL
T7726,1,Expense,Transport,Transport,838.59,29/05/2024,Completed,INV-5759,NULL
T6867,1,Income,Freelance,Freelance,2668.15,09/03/2024,Completed,NULL,NULL
T3141,2,Income,Property Rental,Property Rental,698.41,21/03/2023,Completed,NULL,NULL
T6992,2,Income,Bonus,Bonus,1505.95,29/08/2023,Cancelled,NULL,NULL
T3172,2,Income,Bonus,Bonus,4944.78,19/03/2024,Cancelled,NULL,NULL
T8841,1,Expense,Taxes,Taxes,801.63,30/03/2023,Cancelled,NULL,NULL
T7928,2,Expense,Transport,Transport,500.065,10/07/2023,Pending,NULL,NULL
T2859,2,Expense,Taxes,Taxes,2469.91,31/08/2023,Cancelled,INV-9577,NULL
T1817,1,Income,Property Rental,Transfer In,4484.31,01/11/2023,Cancelled,NULL,NULL
T6815,1,Expense,Taxes,Taxes,2409.435,15/12/2023,Completed,INV-5391,NULL
T2690,2,Income,Shopify Store,Shopify Store,4012.56,03/05/2023,Cancelled,NULL,NULL
T1893,1,Expense,Food,Food,1102.675,08/06/2024,Completed,NULL,NULL
T9060,1,Expense,Food,Food,605.56,14/02/2024,Pending,INV-5276,NULL
T3856,2,Expense,Beauty,Beauty,72.725,03/08/2024,Pending,INV-6321,NULL
T4994,2,Income,Freelance,Freelance,418.44,27/08/2024,Completed,NULL,NULL
T9863,2,Income,Property Rental,Property Rental,3754.33,20/05/2023,Completed,NULL,NULL
T1311,2,Expense,Beauty,Beauty,443.145,08/04/2024,Cancelled,NULL,NULL
T2818,2,Expense,Transport,Transport,2244.11,08/07/2023,Completed,NULL,NULL
T3751,1,Income,Salary,Salary,301.91,22/04/2023,Pending,NULL,NULL
T4411,2,Expense,Food,Food,1137.915,22/06/2024,Completed,INV-9591,NULL
T5314,2,Expense,Groceries,Groceries,434.69,02/05/2023,Completed,INV-3009,NULL
T4471,1,Income,Bonus,Bonus,4351.94,10/10/2023,Cancelled,NULL,NULL
T1402,2,Expense,Entertainment,Microsoft,1391.575,03/06/2023,Completed,NULL,NULL
T5024,1,Income,Bonus,Bonus,2717.53,18/03/2023,Cancelled,NULL,NULL
T7516,1,Expense,Taxes,Taxes,1625.255,12/03/2023,Completed,INV-5216,NULL
T2132,2,Income,Property Rental,Property Rental,2392.01,15/08/2023,Cancelled,NULL,NULL
T1207,2,Income,Shopify Store,Shopify Store,1596.84,13/02/2023,Completed,NULL,NULL
T6176,1,Expense,Taxes,Taxes,1458.03,21/07/2023,Cancelled,NULL,NULL
T4111,1,Income,Freelance,Freelance,520.98,13/07/2023,Cancelled,NULL,NULL
T7260,2,Income,Bonus,Bonus,1699.41,03/03/2023,Pending,NULL,NULL
T4183,2,Income,Freelance,Freelance,671.32,03/08/2024,Pending,NULL,NULL
T7389,2,Income,Salary,Salary,1066.29,16/04/2024,Completed,NULL,NULL
T5694,2,Expense,Taxes,Taxes,2484.77,13/01/2023,Pending,NULL,NULL
T9573,2,Expense,Transport,Transport,1433.2,19/02/2023,Cancelled,NULL,NULL
T5833,2,Expense,Taxes,Taxes,2309.935,09/08/2023,Pending,NULL,NULL
T1420,2,Income,Shopify Store,Transfer In,1170.7,18/01/2023,Cancelled,NULL,NULL
T9202,2,Expense,Groceries,Groceries,155.19,06/05/2024,Pending,NULL,NULL
T5707,1,Expense,Transport,Transport,1191.64,09/01/2023,Pending,NULL,NULL
T5108,2,Income,Bonus,Bonus,3732.76,02/12/2023,Cancelled,NULL,NULL
T3002,1,Expense,Transport,Transport,2431.965,12/11/2023,Pending,INV-5837,NULL
T3646,1,Income,Property Rental,Property Rental,252.86,04/02/2023,Pending,NULL,NULL
T7959,2,Income,Property Rental,Property Rental,4747.1,03/02/2024,Cancelled,NULL,NULL
T1106,1,Income,Bonus,Bonus,4190.15,26/03/2024,Cancelled,NULL,NULL
T2149,1,Income,Freelance,Freelance,609.78,14/08/2023,Completed,NULL,NULL
T7355,1,Expense,Food,Food,1581.075,01/09/2023,Pending,NULL,NULL
T6567,1,Income,Property Rental,Property Rental,835.95,10/03/2023,Pending,NULL,NULL
T8437,1,Expense,Food,Food,1214.125,05/07/2023,Cancelled,NULL,NULL
T9658,2,Income,Property Rental,Property Rental,859.11,31/01/2023,Completed,NULL,NULL
T5270,1,Income,Shopify Store,Shopify Store,1195.6,09/06/2024,Completed,NULL,NULL
T5496,1,Expense,Groceries,Groceries,1825.22,22/06/2023,Cancelled,NULL,NULL
T1513,2,Income,Property Rental,Property Rental,962.24,10/05/2024,Completed,NULL,NULL
T6227,2,Income,Property Rental,Property Rental,1814.37,22/02/2024,Completed,NULL,NULL
T8168,2,Expense,Entertainment,Google,155.975,13/07/2024,Pending,INV-9905,NULL
T1311,1,Expense,Utilities,Utilities,659.065,12/06/2023,Cancelled,NULL,NULL
T1946,1,Expense,Taxes,Taxes,570.01,09/06/2023,Pending,NULL,NULL
T1632,1,Expense,Groceries,Groceries,1234.16,22/07/2024,Cancelled,INV-8591,NULL
T6764,2,Expense,Entertainment,Airbnb,481.4,14/08/2024,Completed,INV-4418,NULL
T2619,2,Income,Salary,Salary,3405.74,22/03/2024,Cancelled,NULL,NULL
T5015,1,Income,Bonus,Transfer In,4455.05,24/07/2024,Cancelled,NULL,NULL
T8370,1,Expense,Entertainment,Amazon,2242.605,07/10/2023,Cancelled,INV-5467,NULL
T9313,1,Expense,Beauty,Beauty,1725.46,18/12/2023,Completed,NULL,NULL
T8596,1,Expense,Utilities,Utilities,1072.105,13/12/2023,Cancelled,NULL,NULL
T3651,2,Expense,Transport,Transport,162.69,15/03/2023,Completed,INV-4838,NULL
T2506,1,Expense,Utilities,Utilities,336.005,20/03/2024,Cancelled,INV-8183,NULL
T5741,1,Income,Bonus,Bonus,3575,20/02/2023,Completed,NULL,NULL
T7608,2,Income,Property Rental,Property Rental,2627.99,26/08/2023,Pending,NULL,NULL
T4230,2,Income,Bonus,Bonus,1728.54,12/03/2023,Pending,NULL,NULL
T1091,2,Income,Shopify Store,Shopify Store,273.35,27/03/2023,Cancelled,NULL,NULL
T3272,1,Expense,Groceries,Groceries,2488.765,16/08/2023,Cancelled,NULL,NULL
T8813,2,Income,Shopify Store,Shopify Store,3282.34,20/07/2024,Cancelled,NULL,NULL
T8589,2,Income,Bonus,Bonus,1976.26,01/12/2023,Pending,NULL,NULL
T1833,2,Expense,Transport,Transport,504.73,09/09/2023,Completed,INV-4061,NULL
T8444,2,Income,Property Rental,Property Rental,757.86,11/06/2023,Cancelled,NULL,NULL
T1465,2,Expense,Food,Food,2404.63,27/08/2023,Completed,NULL,NULL
T7294,1,Income,Freelance,Freelance,4567.16,20/08/2024,Completed,NULL,NULL
T7878,1,Expense,Utilities,Utilities,209.885,12/10/2023,Cancelled,INV-4409,NULL
T9328,1,Expense,Taxes,Taxes,603.905,10/07/2024,Completed,NULL,NULL
T2552,2,Expense,Taxes,Taxes,210.325,13/02/2024,Pending,NULL,NULL
T2068,1,Income,Salary,Salary,4859.64,02/01/2024,Pending,NULL,NULL
T7357,1,Income,Property Rental,Property Rental,3403.94,15/03/2024,Pending,NULL,NULL
T8451,1,Income,Salary,Salary,2283.07,09/10/2023,Completed,NULL,NULL
T9302,1,Income,Salary,Salary,4221.5,05/07/2023,Cancelled,NULL,NULL
T9087,1,Income,Salary,Salary,1593.54,01/08/2023,Pending,NULL,NULL
T2513,2,Income,Shopify Store,Shopify Store,2211.45,23/03/2024,Cancelled,NULL,NULL
T1578,1,Expense,Food,Food,1042.235,29/08/2023,Completed,NULL,NULL
T4358,1,Income,Shopify Store,Shopify Store,1929.73,25/11/2023,Cancelled,NULL,NULL
T3175,1,Expense,Taxes,Taxes,492.735,26/03/2023,Completed,INV-3580,NULL
T7296,2,Income,Freelance,Freelance,2485.83,04/07/2023,Completed,NULL,NULL
T7172,1,Expense,Food,Food,1169.18,29/04/2024,Completed,NULL,NULL
T4226,1,Expense,Utilities,Utilities,1725.945,23/03/2023,Completed,INV-9408,NULL
T7373,2,Income,Shopify Store,Shopify Store,3345.32,14/04/2023,Pending,NULL,NULL
T3405,2,Expense,Entertainment,Airbnb,2479.46,21/01/2024,Cancelled,INV-8029,NULL
T6913,2,Income,Shopify Store,Transfer In,1731.28,20/11/2023,Cancelled,NULL,NULL
T3897,1,Expense,Food,Food,820.35,14/03/2024,Pending,INV-5126,NULL
T7272,1,Expense,Utilities,Utilities,2399.425,06/05/2024,Pending,INV-5999,NULL
T1576,2,Income,Freelance,Freelance,2342.01,10/10/2023,Pending,NULL,NULL
T5057,2,Expense,Sending Money to Family,Sending Money to Family,1508.655,27/08/2023,Cancelled,NULL,R0010
T9058,1,Income,Bonus,Bonus,56.89,20/12/2023,Cancelled,NULL,NULL
T1472,2,Income,Shopify Store,Shopify Store,2058.35,30/05/2024,Pending,NULL,NULL
T5768,2,Expense,Sending Money to Family,Sending Money to Family,1755.71,20/08/2023,Completed,NULL,R0001
T4671,1,Expense,Transport,Transport,1831.09,05/03/2023,Completed,INV-2157,NULL
T1744,1,Income,Bonus,Bonus,864.81,20/08/2024,Completed,NULL,NULL
T9171,1,Expense,Groceries,Groceries,700.15,20/04/2024,Completed,NULL,NULL
T6030,2,Income,Property Rental,Property Rental,4481.39,06/03/2023,Pending,NULL,NULL
T8226,1,Income,Freelance,Freelance,3010.15,22/06/2024,Completed,NULL,NULL
T5980,2,Expense,Taxes,Taxes,528.77,07/10/2023,Pending,INV-6974,NULL
T4503,1,Expense,Food,Food,886.705,15/03/2024,Cancelled,NULL,NULL
T5724,2,Income,Bonus,Bonus,2968.45,01/03/2024,Cancelled,NULL,NULL
T5013,1,Income,Salary,Salary,4708.57,06/08/2024,Cancelled,NULL,NULL
T9465,2,Expense,Food,Food,267.78,18/10/2023,Cancelled,NULL,NULL
T5400,1,Expense,Sending Money to Family,Sending Money to Family,886.53,15/11/2023,Completed,NULL,R0004
T4975,2,Income,Property Rental,Property Rental,3256.51,10/02/2024,Pending,NULL,NULL
T7196,2,Expense,Beauty,Beauty,155.465,25/07/2024,Cancelled,NULL,NULL
T8501,2,Income,Salary,Salary,4454.62,27/01/2024,Cancelled,NULL,NULL
T5482,1,Expense,Entertainment,Apple,1183.255,19/06/2024,Completed,NULL,NULL
T3088,1,Expense,Sending Money to Family,Sending Money to Family,1351.28,28/02/2024,Completed,INV-8028,R0004
T1986,1,Expense,Beauty,Beauty,2006.175,11/03/2023,Cancelled,NULL,NULL
T9672,2,Expense,Groceries,Groceries,615.79,07/08/2023,Completed,INV-4424,NULL
T5139,2,Expense,Entertainment,Google,1321.39,02/03/2023,Completed,NULL,NULL
T9364,1,Income,Property Rental,Property Rental,2481.17,06/05/2023,Completed,NULL,NULL
T4465,2,Income,Salary,Salary,1483.19,19/01/2024,Pending,NULL,NULL
T8557,1,Income,Bonus,Bonus,2883.5,15/12/2023,Completed,NULL,NULL
T9540,1,Income,Property Rental,Property Rental,1388.81,15/12/2023,Cancelled,NULL,NULL
T6282,2,Income,Shopify Store,Shopify Store,4640.59,22/05/2024,Completed,NULL,NULL
T6891,1,Income,Shopify Store,Shopify Store,3338.5,27/03/2024,Completed,NULL,NULL
T4297,1,Income,Salary,Salary,2646.01,22/05/2024,Pending,NULL,NULL
T3016,2,Expense,Transport,Transport,205.855,10/01/2024,Pending,INV-4232,NULL
T4047,2,Income,Freelance,Freelance,497.65,22/01/2024,Pending,NULL,NULL
T1966,2,Income,Bonus,Bonus,3897.16,17/03/2023,Completed,NULL,NULL
T2787,1,Expense,Taxes,Taxes,1321.46,29/11/2023,Cancelled,NULL,NULL
T9394,1,Income,Shopify Store,Shopify Store,4289.59,08/02/2024,Completed,NULL,NULL
T9393,2,Expense,Groceries,Groceries,2413.12,18/10/2023,Completed,NULL,NULL
T5703,1,Expense,Taxes,Taxes,516.95,23/07/2024,Pending,INV-8918,NULL
T6955,2,Income,Freelance,Freelance,2012.15,24/04/2024,Pending,NULL,NULL
T9024,1,Expense,Groceries,Groceries,1145.63,26/07/2024,Pending,NULL,NULL
T3805,2,Income,Bonus,Bonus,2063.06,05/04/2024,Cancelled,NULL,NULL
T5956,1,Income,Shopify Store,Shopify Store,3230.46,09/04/2023,Pending,NULL,NULL
T8260,1,Income,Freelance,Freelance,3356.47,12/05/2023,Pending,NULL,NULL
T9802,1,Expense,Taxes,Taxes,2319.425,22/11/2023,Cancelled,NULL,NULL
T1211,1,Income,Salary,Salary,2556.11,27/06/2024,Cancelled,NULL,NULL
T4027,2,Expense,Beauty,Beauty,1366.865,28/12/2023,Completed,NULL,NULL
T9417,1,Income,Freelance,Freelance,2512.55,09/02/2023,Completed,NULL,NULL
T3092,1,Expense,Groceries,Groceries,2416.005,10/03/2023,Completed,INV-3640,NULL
T4436,2,Expense,Groceries,Groceries,369.06,09/03/2023,Pending,NULL,NULL
T3952,2,Income,Bonus,Bonus,661.5,08/03/2024,Cancelled,NULL,NULL
T4775,1,Income,Property Rental,Property Rental,1487.08,14/04/2023,Cancelled,NULL,NULL
T2618,1,Expense,Groceries,Groceries,2395.165,01/12/2023,Cancelled,INV-5152,NULL
T9044,2,Expense,Taxes,Taxes,2354.805,01/02/2023,Cancelled,NULL,NULL
T8439,2,Expense,Entertainment,Netflix,1806.045,11/07/2024,Pending,INV-8046,NULL
T6355,2,Income,Property Rental,Property Rental,485.41,03/11/2023,Pending,NULL,NULL
T3247,2,Income,Shopify Store,Shopify Store,2982.26,09/06/2024,Pending,NULL,NULL
T4790,1,Income,Freelance,Freelance,1242,04/12/2023,Cancelled,NULL,NULL
T2960,2,Expense,Transport,Transport,1840.54,18/07/2024,Pending,INV-7794,NULL
T1275,2,Expense,Food,Food,97.065,26/09/2023,Pending,NULL,NULL
T3002,2,Income,Shopify Store,Shopify Store,103.43,28/10/2023,Completed,NULL,NULL
T1219,2,Income,Bonus,Bonus,4994.48,30/07/2023,Pending,NULL,NULL
T5973,1,Income,Property Rental,Property Rental,3572.3,17/06/2023,Pending,NULL,NULL
T1346,2,Expense,Taxes,Taxes,2475.64,06/08/2024,Pending,NULL,NULL
T7652,2,Income,Salary,Salary,316.22,11/07/2024,Completed,NULL,NULL
T9447,2,Income,Bonus,Bonus,4478.36,19/04/2024,Cancelled,NULL,NULL
T6703,2,Expense,Sending Money to Family,Sending Money to Family,180,06/08/2023,Pending,INV-2009,R0005
T9046,1,Expense,Groceries,Groceries,1556.305,07/05/2024,Cancelled,NULL,NULL
T2358,1,Income,Bonus,Bonus,3934.22,12/07/2023,Cancelled,NULL,NULL
T6748,1,Expense,Groceries,Groceries,243.54,01/12/2023,Pending,INV-2129,NULL
T8718,1,Income,Freelance,Freelance,3676.86,08/04/2023,Completed,NULL,NULL
T3680,2,Income,Property Rental,Property Rental,3998.82,19/05/2023,Cancelled,NULL,NULL
T8167,2,Income,Bonus,Bonus,157.21,02/04/2023,Cancelled,NULL,NULL
T7160,1,Expense,Taxes,Taxes,1877.51,31/03/2024,Completed,NULL,NULL
T7833,2,Income,Property Rental,Property Rental,1701.68,06/02/2024,Completed,NULL,NULL
T7536,2,Income,Salary,Salary,2241.66,07/02/2023,Pending,NULL,NULL
T4897,2,Income,Property Rental,Property Rental,1765.48,24/02/2024,Cancelled,NULL,NULL
T2247,1,Expense,Utilities,Utilities,1654.275,15/08/2024,Pending,NULL,NULL
T7417,2,Income,Salary,Salary,2564.83,07/03/2024,Completed,NULL,NULL
T6984,1,Income,Salary,Salary,947.67,07/07/2024,Completed,NULL,NULL
T7113,2,Expense,Entertainment,Amazon,423.5,08/06/2024,Cancelled,NULL,NULL
T1881,1,Expense,Sending Money to Family,Sending Money to Family,1517.95,01/07/2024,Cancelled,NULL,R0009
